date,open,high,low,close,volume
2024-01-16,42038,42071,41770,41790,12629
2024-01-17,42446,42649,42218,42371,19695
2024-01-18,42086,42110,41967,42096,3010
2024-01-19,42235,42475,41962,41968,1878
2024-01-20,42064,42275,42041,42117,10152
2024-01-21,42265,42403,42148,42324,29478
2024-01-22,42464,42517,42370,42400,6179
2024-01-23,42266,42279,42005,42242,2991
2024-01-24,42167,42319,41888,42001,4573
2024-01-25,42031,42089,41916,42079,33146
2024-01-26,42185,42451,42053,42095,6064
2024-01-27,42086,42181,41870,42141,11071
2024-01-28,42423,42583,42274,42409,28626
2024-01-01,42320,42399,42269,42279,31891
2024-01-02,42150,42372,41867,41896,29782
2024-01-03,42497,42588,42381,42451,32300
2024-01-04,42180,42239,42171,42233,19578
2024-01-05,42187,42456,42101,42372,27306
2024-01-06,42168,42238,41980,42088,17656
2024-01-07,42101,42124,41856,41920,18836
2024-01-08,42282,42540,42270,42496,11481
2024-01-09,42048,42104,41886,42087,31939
2024-01-10,42052,42137,41978,42133,28678
2024-01-11,42131,42143,42032,42056,5302
2024-01-12,42491,42746,42267,42424,26616
2024-01-13,42392,42530,42121,42436,19723
2024-01-14,42383,42621,42234,42256,8328
2024-01-15,42498,42552,42322,42408,25695
2024-01-16,42307,42544,42262,42428,31124
2024-01-17,42238,42328,42218,42274,25703
2024-01-18,42493,42712,42281,42308,33734
2024-01-19,42302,42525,42055,42269,22221
2024-01-20,42139,42179,41891,42136,15538
